|autores|titulo|ano
1933|DUZKALE, H&Jun Shen&MCLAUGHLIN, H&ALFARES, A&KELLY, MA&PUGH, TJ&FUNKE, BH&REHM, HL&LEBO, MS|approach assess significance variant|2013
1936|PEREIRA-FILHO, ARTHUR A.&PEREIRA, ADRIANA G.&Nelson de Azambuja Pereira Filho&LIMA, LEONARDO C.&COSTA DA COSTA, JADERSON&KRAEMER, JORGE L.&PORTUGUEZ, MIRNA W.|long term behavioral cognitive outcome follow clip incidental intracranial aneurysm|2013
1937|gustavo dias da silva&Virgilio Jose Martins Ferreira Filho&laura|computational tool support ethanol pipeline network design decision|2013
1945|Eduardo Fermé&REIS, MAURÍCIO D. L.|epistemic entrenchment base multiple contraction|2013
1949|Andrew R Curtiss&Min C Lin&McConnell, R. M.&Yahav Nussbaum&Francisco Soulignac&Jeremy Spinrad&Jayme Luiz Szwarcfiter|graph class relate property|2013
1950|DE ANDRADES, RAFAEL K.&Dorn, Márcio&Daniel S. Farenzena&Luís da Cunha Lamb|cluster base strategy empower protein design|2013
1951|Marcus Henrique Soares Mendes&Gustavo Luís Soares&Jean-Louis Coulomb&João Antônio de Vasconcelos|appraisal surrogate model technique case study device|2013
1954|Guilherme Lazzarotto de Lima&Valter Roesler|arrhythmia ischemia detection sportsperson monitor system|2013
1957|CARVALHO, LEANDRO SILVA GALVÃO DE&Edjair de Souza Mota|survey application layer mechanism speech quality adaptation|2013
1958|Leandro Soares de Sousa&LEITE, J.C.B.&LOQUES, ORLANDO|green datum center use hierarchy energy efficiency web cluster|2013
1968|Állan César Moreira de Oliveira&Regina Borges de Araujo&Andrew K. S. Jardine|human center view e maintenance|2013
1970|Amit Bhaya&Ricardo Linden|technology paradigm education research reflection|2013
1971|PARK, BYOUNG-JUN&OH, SUNG-KWUN&Witold Pedrycz|design function base network predictor detection software defect|2013
1973|Renan Servat Sander&FERREIRA, SILVIO C.&PASTOR-SATORRAS, ROMUALDO|phase transition infinitely absorb state network|2013
1975|Carlos Alberto Maziero&dos Santos, Douglas&Altair Santin|evaluation desktop operate system thrash condition|2013
1976|DE FIGUEIREDO, J. J. S.&Francisco Oliveira&Estevão Esmi Laureano&FREITAS, L.&SCHLEICHER, J.&Amélia Novais&Peter Sussner&GREEN, S.|detection image diffraction point use pattern recognition|2013
1978|Sandro Rama Fiorini&ABEL, MARA&SCHERER, CLAITON M.S.|approach grind ontology datum use ontology|2013
1979|Costa&Clayton Reginaldo Pereira&PEREIRA, LUIS A.M.&NAKAMURA, RODRIGO Y.M.&PAPA, JOAO PAULO|comparison algorithm path forest cluster optimization|2013
1981|JUNIOR, LAFAETE CREOMAR LIMA&FILHO, ARMANDO CARLOS DE PINA&Aloísio Carlos de Pina|study model underwater clean robot|2013
1982|Fernando Barden Rubbo&Eduardo Kessler Piveta&Daltro Nunes|inference rule generic code migration aspect orient program|2013
1984|Paulo Rodrigo Cavalin&Robert Sabourin&Suen, Ching Y.|selection approach classifier system|2013
1985|Americo Tadeu Falcone Sampaio&Roberto Costa&Ricardo Holanda Filho&Nabor Mendonça|implementation empirical assessment web application cloud deployment tool|2013
1986|GOUVÊA, DANIEL DOMINGUEZ&LEITE, JULIUS C. B.&Daniel Mossé&CAI, YUANFANG&DALTON, MICHAEL&HAPPE, LUCIA&Anne Koziolek&MUNIZ, CYRO DE A. ASSIS D.&PINTO, GILSON A.&AVRITZER, ALBERTO&Rosa Maria Meri Leão&de Souza e Silva, Edmundo&Morganna Carmem Diniz&CORTELLESSA, VITTORIO&Luca Berardinelli|experience model base performance reliability adaptability assessment architecture|2013
1989|Zhao, Guo-Zhong&Yu, Xi-Jun&Rongpei Zhang|finite element method gas dynamic equation coordinate|2013
1991|FARIAS, PABLO M.S.&Ricardo Cordeiro Corrêa|time computation sum insertion position sequence|2013
1995|José Taunaí Dantas Segundo&Elaine Anita de Melo Gomes Soares&Liliane dos Santos Machado&Ronei Marcos de Moraes|performance profile train assessment base reality embed system versus|2013
1996|Antes, Fabiane Goldschmidt&Dullius, Eduardo&da Costa, Adilson Ben&Rolf Fredi Molz&PANIZ, JOSÉ NERI GOTTFRIED&Flores, Erico Marlon Moraes&Dressler, Valderi L.|development vaporization system determination chlorine petroleum coke ms|2013
1998|PERUCHI, ROGÉRIO SANTANA&Pedro Paulo Balestrassi&Anderson Paulo de Paiva&FERREIRA, JOÃO ROBERTO&DE SANTANA CARMELOSSI, MICHELE|multivariate method correlate characteristic|2013
2002|Fernando Claro Tomaselli&luis c di serio|supply network value creation innovation network industry|2013
2003|Marc Mendonca&Bruno Astuto&Katia Obraczka&Thierrt Turletti&Katia Obraczka|software define network heterogeneous network|2013
2004|Hamed Panjeh&Reza Izadi-Najafabadi&John Kettler&Motahhareh Abbasi|direct simulation code time dependent foil activation measurement|2013
2005|SANTOS MACIEL, THIAGO&MUÑOZ, INGRID SOLANGE SEPÚLVEDA&NICOLAU, RENATA AMADEI&NOGUEIRA, DANIEL VILELA&HAUCK, LEONARDO ALVIM&OSÓRIO, RODRIGO ALEXIS LAZO&Alderico Rodrigues de Paula Júnior|effect activity activity practitioner|2013
2006|Christoph Nolte&Arun Agrawal&SILVIUS, K. M.&Britaldo Silveira Soares Filho|governance regime location influence avoid deforestation success protect area amazon|2013
2010|Pierre Pluye&Roland M. Grad&Janique Johnson-Lafleur&Vera Granikov&Michael Shulha&Bernard Marlow&Ivan Luiz Marques Ricarte|numb need benefit information proposal mix method research study practice family physician|2013
2014|Rafael Figueiredo&Daniela Pitta&Ana Carolina Brandao Salgado&Damires Souza|geographic datum access ontology base peer datum management system|2013
2015|Paulo Nazareno Maia Sampaio&Duarte Jardim Ornelas Teixeira&Duarte Moniz Fernandes|create scenario ogre creativity lab|2013
2016|CAMPÊLO, MANOEL&Phablo Fernando Soares Moura&Marcio Costa Santos|representative k fold color|2013
2017|Josef Spillner&MÜLLER, JOHANNES&SCHILL, ALEXANDER|create cloud storage system|2013
2020|ALVES, MARIA JOÃO&Carlos Alberto Henggeler de Carvalho Antunes&ÍNSUA, DAVID RIOS|editorial|2013
2021|Nadi Helena Presser&Raimundo Nonato Macedo dos Santos&Bruno Machado Trajano|efficacy information use knowledge construction case study information impact|2013
2022|GU, YUNFENG&Boukerche, Azzedine&Robson Eduardo De Grande|support range query hierarchically distribute tree|2013
2023|Adbeel Goes Filho|risk analysis spillway dam excess flow|2013
2027|André Salvaro Furtado&Renato Fileto&Chiara Renso|assess attractiveness place movement datum|2013
2030|FRANGIONI, A.&OVERTON, M. L.&Claudia Alejandra Sagastizabal|preface|2013
2031|Antonio Maria Garcia Tommaselli&Mauricio Galo&De Moraes, Marcus&José Marcato Júnior&Caldeira, Carlos&Rodrigo Lopes|generate virtual image oblique frame|2013
2033|Alexandre Solon Nery&Nadia Nedjah&Felipe M. G. França&Lech Józiwiak|process intersection ray trace application processor|2013
2034|Sandra Aparecida de Amo&Marcos Luiz Bueno&Guilherme Alves|mine user contextual preference|2013
2035|BILHIM, TIAGO&PISCO, JOÃO&RIO TINTO, HUGO&FERNANDES, LÚCIA&CAMPOS PINHEIRO, LUÍS&DUARTE, MARISA&PEREIRA, JOSÉ A.&Antônio Manuel Gouveia de Oliveira&O'NEILL, JOÃO|unilateral versus bilateral arterial embolization urinary tract symptom patient prostate enlargement|2013
2036|DE NOVAES KUCINSKIS, FABRICIO&Maurício Gonçalves Vieira Ferreira|plan board satellite goal base operation space mission|2013
2038|Rodolfo Ipólito Meneguette&Luiz F. Bittencourt&Edmundo Roberto Mauro Madeira|flow mobility management architecture communication network|2013
2039|Maurício José Alves Bolzam&Alexandre Tardelli&Valdir Gil Pillat&Fagundes, P. R.&Reinaldo R Rosa|analysis electron content region latitude activity|2013
2040|Arruda, Denise&Publio, Rodrigo&Antonio Carlos Roque da Silva Filho|cell olfactory bulb role control mitral cell spike model|2013
2041|DANTAS, C.C.&MOURA, A.E.&DE LIMA FILHO, H.J.B.&Sílvio de Barros Melo&DOS SANTOS, V.A.&LIMA, E.A.O.|uncertainty evaluation gamma transmission measurement model comparison pilot unit|2013
2043|Stickler, C. M.&COE, M. T.&COSTA, M. H.&NEPSTAD, D. C.&McGrath, D. G.&DIAS, L. C. P.&Rodrigues, H. O.&Britaldo Silveira Soares Filho|dependence energy generation forest amazon basin scale|2013
2045|COSTA, VITOR&DANTAS, SIMONE&Mitre Costa Dourado&PENSO, LUCIA&Rautenbach, Dieter|fire fighter|2013
2048|Rafael F. Mello&Luciano de Souza Cabral&Rafael Dueire Lins&Gabriel de França Silva&Fred Freitas&Rinaldo José de Lima&Steven J. Simske&Luciano Favaro|assess sentence score technique extractive text|2013
2050|Marina Lavorato de Oliveira&John Fredy Franco Baquero&Marcos Julio Rider Flores&Rubén Augusto Romero Lázaro|closure discussion impose constraint distribution system optimization problem|2013
2055|Fernando Náufel do Amaral|model outline language concept description|2013
2057|Luciano Ost&Fernando Gehm Moraes&Marcelo Mandelli&Gabriel Marchesan Almeida&Leandro Heleno Möller&Leandro Soares Indrusiak&Gilles Sassatelli&Pascal Benoit&Manfred Glesner&Michel Robert|power map heuristic base use unify model base approach|2013
2061|Gabriel M. Guerra&Souleymane Zio&José Jerônimo Camata&Fernando A. Rochinha&Renato Nascimento Elias&PAULO PARAIZO&Alvaro L. G. A. Coutinho|simulation particle flow residual base method|2013
2064|Kelly Spacino&Hagata Silva&Karina Angilelli&Elisangela Silva&Ivanira Moreira&Marcos Eduardo Ribeiro do Valle Mesquita&Dionisio Borsato|use self organize map tool alcohol classification distillery|2013
2065|BUONOCORE, LUCIANO&NASCIMENTO JÚNIOR, CAIRO LÚCIO&Areolino de Almeida Neto|sensor datum fusion algorithm indoor environment map use cost sensor|2013
2070|Leonardo C. T. Bezerra&Elizabeth Ferreira Gouvêa&Marco Cesar Goldbarg&Luciana Salete Buriol|analyze impact component algorithmic study multi objective short path problem|2013
2076|Fabio F R Vicente&Lembke, Carolina G.&Sato, Paloma M.&Dal-Bianco, Maximiller&Hotta, Carlos Takeshi&Glaucia Mendes Souza|fun network database design energy grass|2013
2077|José Eduardo Mendes de Figueiredo&Vera Maria Benjamin Werneck&Rosa Maria Esteves Moreira da Costa|game simulate live beehive|2013
2079|FEIJAO, PEDRO&Joao Meidanis|extend algebraic formalism genome rearrangement include linear chromosome|2013
2080|DE CARVALHO, RANIERI V.&LOPEZ-FERRER, DANIEL&Katia Silva Guimarães&LINS, ROBERTO D.|peptide collision cross section area calculator base dynamic simulation protocol|2013
2081|Daniel da Silva Diogo Lara&Alexandre Wagner Chagas Faria&Arnaldo de Albuquerque Araújo&David Menotti Gomes|hybrid method segmentation coronary artery tree|2013
2089|SOUZA, UÉVERTON DOS SANTOS&Fábio Protti&DANTAS DA SILVA, MAISE|revisit complexity graph solution|2013
2091|Juliano Libardi&Kornelly Krigorov&Marciel Guerino&Argemiro Soares da Silva Sobrinho&Homero Santiago Maciel&João Paulo Barros Machado&Marcos Massi|quality deposit sputter peculiarity influence condition|2013
2092|Mohsen Rahmani&Guillermo Enrique Vinasco Macana&Marcos Julio Rider Flores&Rubén Augusto Romero Lázaro&Panos M. Pardalos|multistage transmission expansion plan consider fix series compensation allocation|2013
2097|Hendrik Teixeira Macedo&Anderson de Souza Silva|personalize player character real time strategy game|2013
2102|Bruno Almeida Pimentel&DE SOUZA, RENATA M.C.R.|multivariate fuzzy c mean method|2013
2109|Raimundo José de Araújo Macêdo&FREITAS, ALLAN EDGARD SILVA&DE SÁ, ALÍRIO SANTOS|enhance group communication self behavior|2013
2111|Flavia Akemi Miyazaki&Gabriela Der Agopian Guardia&Ricardo Zorzetto Nicoliello Vêncio&Cléver Ricardo Guareis de Farias|integration gene expression analysis tool datum source use software connector|2013
2113|Sérgio D. Canuto&Fabiano Belém&Jussara M Almeida&Goncalves, Marcos Andre|comparative study learn rank technique tag recommendation|2013
2116|Sami Yamouni&JACQUIN, LAURENT|interaction feedback resonance mechanism cavity flow stability analysis|2013
2117|Tiago Maritan Ugulino de Araújo&Guido Lemos de Souza Filho&Eduardo de Lucena Falcão&Felipe Lacet Silva Ferreira&Danilo Assis Nobre Dos Santos Silva&Leonardo Dantas&Leonardo de Araújo Domingues&Luiz Henrique E. Lopes&Yurika Sato&Hozana Raquel Lima&Alexandre Nobrega Duarte|accessibility service augment multimedia content sign language video track|2013
2118|BONIOLO, GIOVANNI&D'AGOSTINO, MARCELLO&PIAZZA, MARIO&Gabriele Pulcini|logic interaction|2013
2120|Harki Tanaka&ORTEGA, NELI REGINA SIQUEIRA&HOVNANIAN, ANDRE&CARVALHO, CARLOS ROBERTO RIBEIRO DE&AMATO, MARCELO BRITTO PASSOS|cardiac map impedance tomography mean wavelet model|2013
2123|TOLEDO, B. A.&CHIAN, A. C.-L.&REMPEL, E. L.&MIRANDA, R. A.&Pablo Rubén Muñoz Gutberlet&VALDIVIA, J. A.|wavelet base analysis time series earthquake drive tsunami|2013
2124|Pablo Andretta Jaskowiak&Ricardo José Gabrielli Barreto Campello&Ivan Gesteira Costa|proximity measure cluster gene expression datum validation methodology comparative analysis|2013
2125|Daniel M. Berry&Michael W. Godfrey&Ric Holt&Cory J. Kapser&Isabel Ramos|requirement specification recover architecture grind theory|2013
2131|Maffray, Frédéric&Ana Shirley Ferreira da Silva|b product tree graph|2013
2132|Carlos Eduardo Rodrigues Alves&Cáceres, E. N.&CASTRO, A. A.&Siang Wun Song&J. L. Szwarcfiter|transitive closure algorithm|2013
2137|Vieira, Fabio R.J.&José Ferreira de Rezende&Barbosa, Valmir C.&Serge Fdida|heuristic refinement path rout mesh network|2013
2138|Cesar Giacomini Penteado&Edward David Moreno Ordonez&KOFUJI, SÉRGIO TAKEO|integrate approach design test specific processor|2013
2141|Fernando Luis Bordignon&Fernando Antonio Campos Gomide|base evolve network approximation capability|2013
2144|Fabiano Azevedo Dorça&luciano vieira lima&FERNANDES, MÁRCIA A.&LOPES, CARLOS R.|compare strategy model student learn style reinforcement learn system analysis|2013
2145|Thelma Elita Colanzi Lopes&ASSUNÇÃO, WESLEY KLEWERTON GUEZ&DE FREITAS GUILHERMINO TRINDADE, DANIELA&ZORZO, CARLOS ALBERTO&Vergilio, Silvia Regina|evaluate different strategy test software product line|2013
2146|Diego de Lucena Camarão&Wandemberg Paiva Ferreira&Felipe Freitas Munarin&Gil de Aquino Farias&F. M. Peeters|diffusion particle quasi channel|2013
2148|Marina Andretta&Ernesto Julián Goldberg Birgin|optimization technique planar cover ellipsis problem|2013
2149|GOMES, GECYNALDA S. DA S.&Teresa Bernarda Ludermir|optimization weight activation function family network time series forecast|2013
2150|Rongpei Zhang|new discontinuous method parabolic equation discontinuous coefficient|2013
2151|Ricardo Shigueru Okumura&Daiane de Cinque Mariano&Rivanildo Dallacort&Amanda Nogueira de Albuquerque&Allan Klynger da Silva Lobato&Elaine Maria Silva Guedes&Cândido Ferreira de Oliveira Neto&Heráclito Eugênio Oliveira da Conceição&Gustavo Antonio Ruffeil Alves|alternative nitrogen fixation grass|2013
2152|James Delgrande&Renata Wassermann|horn clause contraction function|2013
2153|KOPPE, JEFFERSON P.&Elias Procópio Duarte Júnior&BONA, LUIS C. E.|hierarchical strategy distribute test assignment|2013
2158|Tatiane Nogueira&Solange de Oliveira Resende&Heloisa de Arruda Camargo|fuzzy method extraction document cluster descriptor|2013
2162|SERQUEIRA, ELIAS OLIVEIRA&Rodrigo Ferreira de Morais&DANTAS, NOELIO OLIVEIRA|control parameter sodium silicate glass tune concentration|2013
2164|José Hilário Canós&Marcos Roberto da Silva Borges&Maria Carmen Penadés&Abel Gómez&Manuel Llavador|improve emergency plan management saga|2013
2166|MINETTO, RODRIGO&THOME, NICOLAS&CORD, MATTHIEU&LEITE, NEUCIMAR J.&Jorge Stolfi|text detection system index scene|2013
2168|Jenny Amanda Ortiz&Carlos José Nieto Silva&Silvia H. Koller&Olga A. Carbonell&Tatiana Plata&Liliana C. Suarez|process evaluation naturalistic observation unintentional injury preventive intervention early infancy|2013
2170|Claúdio Silva&Rodrigo Costa&Adonias Pires&Augusto J Venâncio Neto&Kássio Machado&Denis do Rosario&Jó Ueyama&Eduardo Coelho Cerqueira|cluster base approach provide energy efficient|2013
2173|Cassio Vinicius Serafim Prazeres&Maycon Leone Maciel Peixoto|interface discovery invocation web service|2013
2174|Witold Pedrycz|association information granule optimization granulation mechanism granular compute|2013
2179|Witold Pedrycz|proximity base cluster search structural consistency datum block feature|2013
2180|Scheila Wesley Martins&ANTONIO JOSÉ MENDES&Antonio Dias Figueiredo|diversify activity improve student performance course|2013
2181|Edgar Leonardo Romero&Marius Strum&Wang Jiang Chau|manipulation train set improve datum mine coverage drive verification|2013
2182|SCHOENTGEN, JEAN&FRAJ, SAMIA&Jorge Carlos Lucero|test reliability grade roughness score mean speech stimulus|2013
2184|Helton Saulo&Leandro Chaves Rêgo&José Ângelo Costa do Amor Divino|monetary policy interaction game theory approach|2013
2185|Paulo Henrique da Silva Campos&João Roberto Ferreira&Anderson Paulo de Paiva&Pedro Paulo Balestrassi&João Paulo Davim|model optimization technique machine harden steel brief review|2013
2187|LEITA'O, L.&Pável Pereira Calado&HERSCHEL, M.|effective duplicate detection hierarchical datum|2013
2189|Peer-Olaf Siebers&Uwe Aickelin&Grazziela Patrocinio Figueredo|investigate model interaction stage cancer agent base model perspective|2013
2191|Adonney Allan de Oliveira Veras&Pablo Henrique Caracciolo Gomes de Sá&Vasco Azevedo&Artur Silva&Rommel Thiago Jucá Ramos|user interface system genome assembler|2013
2192|Marcos do Couto Bezerra Cavalcanti&André de Faria Pereira Neto|knowledge service development explanation stagnation|2013
2193|Cledson Akio Sakurai&CLAUDIO LUIS MARTE&Leopoldo Rideki Yoshioka&Caio Fernando Fontana|power line communication apply intelligent transportation system|2013
2200|Edson Prestes&Maki Habib&Abdelghani Chibani&Sébastien Gérard&Yacine Amirat&Craig Schlenoff&Joel Luis Carbonera&Sandro Rama Fiorini&Vitor A.M. Jorge&Mara Abel&Raj Madhavan&Angela Locoro&Paulo Gonçalves&Marcos Ennes Barreto|core ontology robotic automation|2013
2204|Esther Luna Colombini&Alexandre da Silva Simões&Flávio Tonidandel&Reinaldo Costa Bianchi&Mônica Baptista Pereira Estrázulas&Luiz Marcos Garcia Gonçalves|attract student engineer course experience robotic|2013
2205|CORRÊA, RICARDO C.&FARIAS, PABLO M.S.&Criston Pereira de Souza|insertion sort sequence numb minimize sum|2013
2207|Leandro Aparecido Villas&Boukerche, Azzedine&Guidoni, Daniel L.&de Oliveira, Horacio A.B.F.&de Araujo, Regina Borges&Loureiro, Antonio A.F.|energy correlation mechanism perform datum collection sensor network|2013
2211|DIERSELHUIS, M. P.&KIRCHER, B.&LAURIN, D.&LOISEAU, P.&SERGEANT, R.&GOULMY, E.&Eric Spierings&BRAND, R.&HENDRIKS, M.&CANOSSI, A.&DOLSTRA, H.&ELIAOU, J.-F.&ENCZMANN, J.&GERVAIS, T.|gender influence birth order effect stem cell transplantation|2013
2214|Moacir Godinho Filho&Roberto Fernandes Tavares Neto|literature review regard ant colony optimization apply schedule problem guideline implementation direction research|2013
2218|BURKIMSHER, ANDREW&BATE, IAIN&Leandro Soares Indrusiak|survey schedule metric order policy list scheduler operate workload dependency variation execution time|2013
2219|Marcus Henrique Soares Mendes&Gustavo Luís Soares&Jean-Louis Coulomb&João Antônio de Vasconcelos|surrogate genetic base model facilitate robust multi objective optimization case study|2013
2220|Fabiano Azevedo Dorça&luciano vieira lima&Márcia Aparecida Fernandes&Carlos Roberto Lopes|new approach discover student learn style adaptive educational system|2013
2222|COSTA, P.B.&MARQUES, A.&BALDNER, F.O.&Fabiana Rodrigues Leta|line scale measurement use image registration|2013
2224|Patrícia Augustin Jaques Maillard&Henrique M. Seffrin&Geiseane Rubi&Felipe de Morais&Cassio Guillardi&Ig Bittencourt&Seiji Isotani|rule base expert system support step step guidance algebraic problem solve case tutor|2013
2226|TOKUDA, ERIC&PEDRINI, HELIO&Anderson de Rezende Rocha|computer generate image photograph feature classifier combination approach|2013
2234|Liliana Maria Passerino&Ana Cristina Cypriano Pereira&Geraldo Ribas Machado|inclusion people disability labor market context approximation|2013
2237|GOMES, A.&Carlos Alberto Henggeler de Carvalho Antunes&MARTINHO, J.|physically base model simulate inverter type air conditioner heat pump|2013
2239|luis augusto trevisan&Carlos Alberto Mirez Tarrillo|polarize structure function nucleon quark model|2013
2240|CHIBANI, ABDELGHANI&AMIRAT, YACINE&Samer Mohammed&Eric Matson&Norihiro Hagita&Marcos Ennes Barreto|robotic challenge trend|2013
2242|MEDINA, EDHELMIRA LIMA&Orlando Gomes Loques Filho&MESQUITA, CLÁUDIO TINOCO|health social network online life support group patient cardiovascular disease|2013
2244|PAULIN BARALDI, ANA CYNTIA&de almeida, ana maria&Gleici da Silva Castro Perdoná&VIEIRA, ELISABETH MELONI&dos santos, manoel antonio|perception attitude physician nurse violence woman|2013
2245|Guilherme de Castro Mendes Gomes&Vitor Campos de Oliveira&Jussara Marques de Almeida&Goncalves, Marcos Andre|learn rank worth statistical analysis learn rank method benchmark|2013
2246|Telma Woerle de Lima&Anderson da Silva Soares&Clarimar José Coelho&rogerio salvini&Gustavo Teodoro Laureano|genetic fuzzy algorithm variable selection spectroscopy|2013
2248|SOLAR, ROBERTO&Francisco José da Silva Borges de Santana&SUPPI, REMO&LUQUE, EMILIO|improve communication pattern distribute cluster base individual orient fish school simulation|2013
2252|Kary Ocaña&Daniel Cardoso Moraes de Oliveira&Jonas Dias&Eduardo Ogasawara&Marta Mattoso|design cloud base workflow improve analysis|2013
2258|TELLES, GUILHERME P.&Nalvo Franco de Almeida Junior&Paulo Antonio Alvarez&BRIGIDO, M. M.&WALTER, MARIA EMILIA M.T.|method find group gene genome|2013
2262|Adriano Francisco Siqueira&Oswaldo Luiz Cobra Guimarães&Hélcio Izário Filho&Domingos Sávio Giordani&Ivy dos Santos Oliveira&Henrique Otávio Queiroz de Aquino&Messias Borges Silva|model process variation chemical oxygen demand stochastic differential equation|2013
2263|Rafael Ferreira da Silva&Tristan Glatard&DESPREZ, Frédéric|self heal activity incident distribute compute infrastructure|2013
2273|PLATT, GUSTAVO MENDES&Roberto Pinheiro Domingos&ANDRADE, MATHEUS OLIVEIRA DE|calculation use optimization approach|2013
2277|Paulo Andre Lima de Castro&Jaime Simão Sichman|asset management base partially agent world risk|2013
2278|Maurício Beux dos Santos&Mauro César Lamim Martins de Oliveira&TATIANE P. GONÇALVES&Francis medeiros Almeida&Daniel Loebman&Alexandro Marques Tozetti|influence grassland habitat affect pressure snake|2013
2289|Eduardo Pavarino&NEVES, L. A.&MACHADO, J. M.&DE GODOY, M. F.&SHIYOU, Y.&MOMENTE, J. C.&ZAFALON, G. F. D.&Alex Sandro Roschildt Pinto&VALÊNCIO, C. R.|free tool strategy generation finite element mesh model cardiac structure|2013
2290|George Darmiton da Cunha Cavalcanti&Tsang Ing Ren&José Francisco Pereira|weight modular image principal component analysis face recognition|2013
2293|TROVAO, JOAO PEDRO F.&SANTOS, VICTOR D. N.&PEREIRINHA, PAULO G.&JORGE, HUMBERTO M.&Carlos Alberto Henggeler de Carvalho Antunes|simulate anneal approach optimal power source management|2013
2295|Michael Anthony Stanton&Daniela Francisco Brauner&Iara Machado&André Marins&Alex Soares Moura&Leandro Ciuffo|create internet service collaboration research community|2013
2296|GACEK, ADAM&Witold Pedrycz|description analysis classification signal intelligence approach|2013
2297|RICHTER, WAGNER E.&SILVA, ARNALDO F.&PITOLI, ANDREW C.L.&Pedro Antonio Muniz Vazquez&Bruns, Roy E.|charge charge flux dipole flux model intensity|2013
2299|Maria Angelica de Andrade Leite&Ivan Luiz Marques Ricarte|relate ontology information model|2013
2301|Gerson de Souza Faria&Hae Yong Kim|identification press key mechanical vibration|2013
2302|THIBODEAU, JOSEPH&Marcelo Mortensen Wanderley|trumpet augmentation technological symbiosis|2013
2304|VALENCA, GEORGE&Carina Frota Alves&Alves, Vander&Niu, Nan|map study business process variability|2013
2305|Luciano Costa Blomberg&Daiane Hemerich&Duncan Dubugras Alcoba Ruiz|evaluate performance regression algorithm miss datum|2013
2306|Helder Roberto de Oliveira Rocha&DE SOUZA, JULIO CESAR STACCHINI&DO COUTTO FILHO, MILTON BROWN|plan quality meter system state estimation heuristic|2013
2308|LOPES, RAMON&SOUZA, VITOR A.A.&Alexandre Salles da Cunha|branch price algorithm multi vehicle cover tour problem|2013
2309|Lucas Crociati Meguins&Gustavo Botelho Sampaio&Eduardo Cintra Abib&RICHAM FAISSAL EL HOSSEIN ELLAKKIS&Marco Aurélio Fernandes Teixeira&Rodrigo Antonio Rocha da Cruz Adry&Sérgio Robson Martucci Junior&Dionei Freitas de Morais|unusual penetrate injury harpoon man case report|2013
2317|YEH, ERIKA&FANGANIELLO, ROBERTO D.&Daniele Yumi Sunaga de Oliveira&ZHOU, XUEYAN&HOLMES, GREGORY&ROCHA, KATIA M.&ALONSO, NIVALDO&MATUSHITA, HAMILTON&WANG, YINGLI&JABS, ETHYLIN W.&Passos-Bueno, Maria Rita|novel molecular pathway elicit mutant account brain abnormality syndrome|2013
2318|Heloisa Musetti Ruivo&Haroldo Fraga de campos Velho&Fernando Manuel Ramos&Gilvan Sampaio|p value decision tree analysis rainfall|2013
2319|Hae Yong Kim&Maruta, Ricardo Hitoshi&Huanca, Danilo Roque&Walter Jaimes Salcedo|correlation base shape application silicon characterization|2013
2321|NOH, YOUNGTAE&Lee, Uichin&WANG, PAUL&CHOI, BRIAN SUNG CHUL&Mario Gerla|void pressure rout underwater sensor network|2013
2322|Carlos Rafael Gimenes das Neves&Eduardo Martins Guerra&Clovis Torres Fernandes|proposal native java language support handle event|2013
2327|Jan Schripsema&Lemos, M. A.&Marcilene de Fátima Dianin Vianna&Dalessandro Soares Vianna&Dagnino, D.|approach fingerprint extraction method reduction spectrum datum|2013
2331|Rafael Andrade&Aldo von Wangenheim&SAVARIS, ALEXANDRE&PETRY, KARINE|use health level bus support legacy system health domain|2013
2334|Benedita Hirene de França Heringer&Luis Fernando de Almeida|innovation death reality|2013
2335|DE CARVALHO, PAULO ROBERTO&SANTOS, MAIKON CISMOSKI DOS&SCHWARTZ, WILLIAM ROBSON&Hélio Pedrini|frustum cull method use time render|2013
2337|Daniel Rodrigues Ericeira&Aristófanes Corrêa Silva&Anselmo Cardoso de Paiva&Marcelo Gattass|detection mass base region mammogram use description cross function|2013
2338|Tanvi Joshi&James M Osborne&Helen M Byrne&Markus R. Owen&Grazziela Patrocinio Figueredo|lattice agent base simulation population cell open source chaste framework|2013
2340|AMBERGER, M.&BADE, K.&MEISER, J.&Danays Kunka&MOHR, J.|electroplate nickel phase grating x ray phase contrast tomography|2013
2342|Antonio José Steidle Neto&Daniela de Carvalho Lopes|control automation agricultural crop|2013
2345|MOFRAD, ASIEH A.&Sadeghi, Mohammad-Reza&Daniel Panario|solve system equation field use bite flip algorithm|2013
2347|Danilo Assis Nobre dos S. Silva&Tiago Maritan Ugulino de Araújo&Leonardo Dantas Oliveira&Vandhuy F. Martins&Yurika Sato Nóbrega&Hozana Raquel Gomes de Lima&Guido Lemos de Souza Filho|formal language describe animate sign sign language|2013
2349|LIU, MENGLIN&TORNATORE, MASSIMO&Biswanath Mukherjee|traffic groom elastic optical protection|2013
2351|Paolo Rech&Caroline Aguiar&Frost, C.&Luigi Carro|efficient experimentally tune software base harden strategy matrix multiplication|2013
2352|Valter Roesler&Cirano Iochpe&Alexandro Bordignon&Luiz Tizatto|health monitor system chronic patient|2013
2353|CUPERTINO, THIAGO H.&HUERTAS, JEAN&Zhao Liang|datum cluster use control consensus network|2013
2355|Paulo Armando Cavalcante Aguilar&Boudy, Jerome&Istrate, Dan&Dorizzi, Bernadette&MOURA MOTA, JOAO CESAR|dynamic network fall detection|2013
